Title,Date
"The End of the F***ing World: Temporada 1: Episodio 6","09-01-18"
"The End of the F***ing World: Temporada 1: Episodio 5","09-01-18"
"Frontier: Temporada 1: El discípulo","08-01-18"
"Una buena orgía a la antigua","07-01-18"
"Devilman Crybaby: Miniserie: Te necesito","07-01-18"
"¿Quién mató a Pablo Escobar?","06-01-18"
"6 días","05-01-18"
"Glacé: Temporada 1: Episodio 6","04-01-18"
"Vikingos: Temporada 3: El usurpador","03-01-18"
"Vikingos: Temporada 3: Marcado","03-01-18"
"Vikingos: Temporada 3: El destino del guerrero","03-01-18"
"Vikingos: Temporada 3: El descarriado","03-01-18"
"Reign: Temporada 1: Serpientes en el jardín","03-01-18"
"Reign: Temporada 1: Piloto","03-01-18"
"El ascenso","03-01-18"
"De canción en canción","03-01-18"
"Vikingos: Temporada 3: Mercenario","02-01-18"
"Vikingos: Temporada 2: El padre nuestro","02-01-18"
"Vendetta","31-12-17"
"#realityhigh","31-12-17"
"Arrow: Temporada 5: Lian Yu","31-12-17"
"Arrow: Temporada 5: Desaparecidos","31-12-17"
"Arrow: Temporada 5: Honrarás a tu padre","31-12-17"
"Navidad en El Camino","31-12-17"
"Arrow: Temporada 5: Atrapados","31-12-17"
"Arrow: Temporada 5: Relaciones peligrosas","30-12-17"
"Arrow: Temporada 5: Separados","30-12-17"
"Arrow: Temporada 5: Kapiushon","30-12-17"
"Flash: Temporada 3: Calle Infantino","30-12-17"
"Verónica","30-12-17"
"Sabrás qué Hacer Conmigo","30-12-17"
"Viajeros: Temporada 1: Piloto","29-12-17"
"A Korean Odyssey: Temporada 1: Episodio 1","29-12-17"
"Arrow: Temporada 5: Jaque mate","29-12-17"
"Arrow: Temporada 5: Combatiendo fuego con fuego","29-12-17"
"Las chicas del cable: Temporada 1: Capítulo 4: Los sentimientos","29-12-17"
"Lindas mentirosas: Temporada 7: Elijan o pierdan","29-12-17"
"Flash: Temporada 3: Causa y efecto","29-12-17"
"Flash: Temporada 3: Sé quién eres","29-12-17"
"Flash: Temporada 3: El Flash del presente y del futuro","29-12-17"
"Lindas mentirosas: Temporada 7: Conduciendo a Miss Mentirosa","28-12-17"
"Lindas mentirosas: Temporada 7: El guante que mece la cuna","28-12-17"
"Flash: Temporada 3: Abra Kadabra","28-12-17"
"Flash: Temporada 3: Dueto","28-12-17"
"Lindas mentirosas: Temporada 7: Los ojos, el espejo del alma","28-12-17"
"Lindas mentirosas: Temporada 7: Juego de poder","28-12-17"
"La montaña silenciosa","28-12-17"
"Lindas mentirosas: Temporada 7: Sujeta tu pieza","28-12-17"
"La última cima","28-12-17"
"Lindas mentirosas: Temporada 7: Estas botas están hechas para acosar","28-12-17"
"Lindas mentirosas: Temporada 7: Hora de jugar","28-12-17"
"Lindas mentirosas: Temporada 7: El caballero más oscuro","27-12-17"
"Flash: Temporada 3: En la fuerza de la velocidad","27-12-17"
"Flash: Temporada 3: Intocable","27-12-17"
"Lindas mentirosas: Temporada 7: La ira de Kahn","27-12-17"
"Lindas mentirosas: Temporada 7: Los ex y los ¡oh, Dios mío!","27-12-17"
"Lindas mentirosas: Temporada 7: Gánsteres originales","27-12-17"
"Lindas mentirosas: Temporada 7: Se busca: vivo o muerto","27-12-17"
"Lindas mentirosas: Temporada 7: Aquí viene Mary","27-12-17"
"Dear Santa","27-12-17"
"Amantes de 5 a 7","27-12-17"
"Flash: Temporada 3: La ira de Savitar","27-12-17"
"Flash: Temporada 3: Ataque a Ciudad Central","27-12-17"
"Flash: Temporada 3: Ataque a Ciudad Gorila","27-12-17"
"Flash: Temporada 3: Vivo o muerto","27-12-17"
"Flash: Temporada 3: Tomando prestados problemas del futuro","27-12-17"
"Arrow: Temporada 5: Devorador de pecados","27-12-17"
"Lindas mentirosas: Temporada 7: ¡Pega y corre, corre, corre!","27-12-17"
"Ultimate Beastmaster México: No Mercy: Batalla de voluntades","26-12-17"
"Ultimate Beastmaster México: Rendirse jamás: La Bestia interior","26-12-17"
"Arrow: Temporada 5: El espectro del revólver","26-12-17"
"Arrow: Temporada 5: Bratva","26-12-17"
"Merry Kissmas","26-12-17"
"Gypsy: Temporada 1: El establo negro","26-12-17"
"Estocolmo: Temporada 1: La chica perdida","26-12-17"
"Under the Black Moonlight: Temporada 1: Episodio 1","26-12-17"
"Fuller House: Temporada 1: Nuestros comienzos, de nuevo","26-12-17"
"La ley de los audaces: Temporada 1: Piloto (Partes 1 y 2)","26-12-17"
"Flash: Temporada 3: Sombra","26-12-17"
"Flash: Temporada 3: Monstruo","26-12-17"
"Flash: Temporada 3: Los nuevos renegados","26-12-17"
"Flash: Temporada 3: Magenta","26-12-17"
"Una princesa para Navidad","25-12-17"
"Un príncipe de Navidad","25-12-17"
"Tarjeta de Navidad","25-12-17"
"Tú me entiendes","25-12-17"
"Flash: Temporada 3: Paradoja","24-12-17"
"Flash: Temporada 3: Flashpoint","24-12-17"
"Flash: Temporada 2: La carrera de su vida","24-12-17"
"Flash: Temporada 2: Invencible","24-12-17"
"Flash: Temporada 2: El dinosaurio fugitivo","24-12-17"
"Lindas mentirosas: Temporada 7: El talentoso Sr. Rollins","24-12-17"
"Escalofríos: Temporada 1: La niña y el monstruo","24-12-17"
"Lindas mentirosas: Temporada 7: Manicomio","24-12-17"
"Loco y estúpido amor","23-12-17"
"Bajo El Mismo Cielo: Bajo el mismo cielo: Robo desesperado","23-12-17"
"Las chicas del cable: Temporada 1: Capítulo 3: Las mentiras","23-12-17"
"Velvet: Temporada 1: Alas de mariposa","23-12-17"
"El Gato con Botas: Atrapado en un cuento épico","23-12-17"
"Home: Especial de fin de año","23-12-17"
"Navidad con los StoryBots","23-12-17"
"Pregunte a los StoryBots: Temporada 1: ¿Cómo se hace de noche?","23-12-17"
"Marvel - Luke Cage: Temporada 1: Moment of Truth","23-12-17"
"Sahara","23-12-17"
"El tirador: Temporada 1: Zona de impacto","23-12-17"
"El tirador: Temporada 1: Fuego especulativo","23-12-17"
"El tirador: Temporada 1: Cobertura","23-12-17"
"El tirador: Temporada 1: Musa Qala","23-12-17"
"El tirador: Temporada 1: Exfiltración","23-12-17"
"El tirador: Temporada 1: Punto de impacto","22-12-17"
"Flash: Temporada 2: Rupture","22-12-17"
"Flash: Temporada 2: De vuelta a la normalidad","22-12-17"
"Flash: Temporada 2: Contra Zoom","21-12-17"
"Flash: Temporada 2: Retrospectiva","21-12-17"
"Flash: Temporada 2: Trajectory","21-12-17"
"Flash: Temporada 2: King Shark","21-12-17"
"Flash: Temporada 2: Escape de Tierra 2","21-12-17"
"Flash: Temporada 2: Bienvenidos a Tierra 2","21-12-17"
"Flash: Temporada 2: Vía rápida","21-12-17"
"Flash: Temporada 2: El regreso de Flash reverso","21-12-17"
"Flash: Temporada 2: Energía potencial","21-12-17"
"Supergirl: Temporada 2: Los lugares más oscuros","21-12-17"
"Soñadoras","21-12-17"
"Trolls: Vamos a festejar","20-12-17"
"Flash: Temporada 2: Corriendo para quedarse quieto","20-12-17"
"Flash: Temporada 2: Las leyendas de hoy","20-12-17"
"Flash: Temporada 2: La guerra de los gorilas","20-12-17"
"Supergirl: Temporada 2: Cambios","20-12-17"
"Supergirl: Temporada 2: Fuego cruzado","20-12-17"
"Flash: Temporada 2: Llega Zoom","20-12-17"
"Flash: Temporada 2: La oscuridad y la luz","20-12-17"
"Flash: Temporada 2: La furia de Firestorm","20-12-17"
"Flash: Temporada 2: Familia de criminales","19-12-17"
"Flash: Temporada 2: Flash de dos mundos","19-12-17"
"Dinosaurio","19-12-17"
"The Indian Detective: Temporada 1: Episodio 1","19-12-17"
"Flash: Temporada 2: El hombre que salvó Central City","19-12-17"
"Flash: Temporada 1: Suficientemente rápido","19-12-17"
"La designada ultra fea","19-12-17"
"Flash: Temporada 1: Rogue aéreo","19-12-17"
"Flash: Temporada 1: Grodd vive","19-12-17"
"Amor sin escalas","19-12-17"
"Flash: Temporada 1: La trampa","19-12-17"
"Flash: Temporada 1: ¿Quién es Harrison Wells?","18-12-17"
"Flash: Temporada 1: Equipo superestrella","18-12-17"
"Flash: Temporada 1: El Trickster","18-12-17"
"Las chicas del cable: Temporada 1: Capítulo 7: La pérdida","18-12-17"
"Las chicas del cable: Temporada 1: Capítulo 6: La familia","18-12-17"
"Las chicas del cable: Temporada 1: Capítulo 5: El pasado","18-12-17"
"Flash: Temporada 1: Los Rogues","17-12-17"
"Flash: Temporada 1: Se acabó el tiempo","17-12-17"
"Trapped: Temporada 1: Episodio 1","17-12-17"
"Flash: Temporada 1: Lluvia radiactiva","17-12-17"
"Scary movie 3: No hay dos sin 3","17-12-17"
"I'll Be Home for Christmas","17-12-17"
"Flash: Temporada 1: Hombre nuclear","16-12-17"
"Flash: Temporada 1: Loco por ti","16-12-17"
"Flash: Temporada 1: El ruido y la furia","16-12-17"
"The Last Kingdom: Temporada 1: Episodio 1","16-12-17"
"Frontier: Temporada 1: Lobos","16-12-17"
"Flash: Temporada 1: Venganza de los Rogues","15-12-17"
"Frontier: Temporada 1: Mushkegowuk Esquewu","15-12-17"
"Frontier: Temporada 1: La guerra del hermano pequeño","15-12-17"
"Frontier: Temporada 1: Un reino aparte","15-12-17"
"Flash: Temporada 1: El hombre del traje amarillo","15-12-17"
"Flash: Temporada 1: Flash contra Flecha","15-12-17"
"Flash: Temporada 1: El apagón","15-12-17"
"Un escape real","15-12-17"
"Noche Infinita","15-12-17"
"Marco Polo: Temporada 2: Que comience el trabajo de Dios","14-12-17"
"Peleador callejero","13-12-17"
"Super High Me","13-12-17"
"The Legend of 420","13-12-17"
"Venganza fatal","13-12-17"
"Suburra: Sangre sobre Roma: Temporada 1: Llámalo sueño","12-12-17"
"Suburra: Sangre sobre Roma: Temporada 1: Oscuridad total","12-12-17"
"Dark: Temporada 1: Sic mundus creatus est","12-12-17"
"Dark: Temporada 1: Verdades","12-12-17"
"Suburra: Sangre sobre Roma: Temporada 1: Un hombre nuevo","12-12-17"
"Suburra: Sangre sobre Roma: Temporada 1: Último cliente","12-12-17"
"Suburra: Sangre sobre Roma: Temporada 1: Ajo, aceite y picante","12-12-17"
"Suburra: Sangre sobre Roma: Temporada 1: Loba","11-12-17"
"Suburra: Sangre sobre Roma: Temporada 1: Buen provecho","11-12-17"
"Suburra: Sangre sobre Roma: Temporada 1: Perros rabiosos","11-12-17"
"Suburra: Sangre sobre Roma: Temporada 1: Plebeyos y patricios","11-12-17"
"Suburra: Sangre sobre Roma: Temporada 1: 21 días","11-12-17"
"Yu-Gi-Oh!: Temporada 1: El corazón de los naipes","11-12-17"
"Dark Net: La Red Oscura: Obsesión","10-12-17"
"La otra reina","09-12-17"
"Dark: Temporada 1: Dobles vidas","08-12-17"
"Meru: Odisea en el Himalaya","08-12-17"
"El legado","07-12-17"
"House of Cards: Temporada 5: Capítulo 65","06-12-17"
"House of Cards: Temporada 5: Capítulo 64","06-12-17"
"Suite Française: Un amor prohibido","05-12-17"
"Vikingos: Temporada 4: Dos viajes","05-12-17"
"Vikingos: Temporada 4: La visión","05-12-17"
"Vikingos: Temporada 4: El forastero","05-12-17"
"House of Cards: Temporada 5: Capítulo 63","04-12-17"
"House of Cards: Temporada 5: Capítulo 62","04-12-17"
"Supergirl: Temporada 2: Sobrevivientes","02-12-17"
"Marvel - The Defenders: Miniserie: El peor comportamiento","01-12-17"
"Marvel - The Defenders: Miniserie: Terrible gancho derecho","01-12-17"
"Marco Polo: Temporada 2: Medirse contra el mejor","01-12-17"
"Marco Polo: Temporada 2: Abrazo","01-12-17"
"Marco Polo: Temporada 2: El cazador y la tejedora","01-12-17"
"House of Cards: Temporada 5: Capítulo 61","01-12-17"
"Hasta el último hombre","01-12-17"
"Friends with Benefits: Temporada 1: Piloto","30-11-17"
"Queen of Earth","30-11-17"
"Jim y Andy","29-11-17"
"El Cristo Ciego","29-11-17"
"El arte de amar","28-11-17"
"Californication: Temporada 1: Fear and Loathing at the Fundraiser","27-11-17"
"Californication: Temporada 1: The Whore Of Babylon","27-11-17"
"Californication: Temporada 1: Hell-A Woman","27-11-17"
"Californication: Temporada 1: Piloto","27-11-17"
"Marvel - The Punisher: Temporada 1: Kandahar","27-11-17"
"Marvel - The Punisher: Temporada 1: Dos hombres muertos","27-11-17"
"Escuela de mujeres","27-11-17"
"Marvel - The Punisher: Temporada 1: 3 a. m.","27-11-17"
"A Tale of Love and Darkness","26-11-17"
"Esta chica es un desastre","26-11-17"
"Supergirl: Temporada 2: Bienvenidos a la Tierra","26-11-17"
"Supergirl: Temporada 2: Los últimos hijos de Kriptón","26-11-17"
"Supergirl: Temporada 2: Las aventuras de Supergirl","26-11-17"
"Supergirl: Temporada 1: Mejores ángeles","26-11-17"
"Supergirl: Temporada 1: Miríada","26-11-17"
"Supergirl: Temporada 1: Los mejores del mundo","26-11-17"
"Supergirl: Temporada 1: Cacería","26-11-17"
"Supergirl: Temporada 1: Caída","25-11-17"
"Gotham: Temporada 3: El destino llama / Alma pesada y sucia","25-11-17"
"Supergirl: Temporada 1: Soledad","25-11-17"
"Gotham: Temporada 3: Máquina de odio","25-11-17"
"Gotham: Temporada 3: Todos serán juzgados","25-11-17"
"Generación perdida","24-11-17"
"La niebla: Temporada 1: Piloto","24-11-17"
"Supergirl: Temporada 1: Verdad, justicia y el estilo americano","23-11-17"
"Supergirl: Temporada 1: Para la chica que lo tiene todo","23-11-17"
"Supergirl: Temporada 1: Bizarro","23-11-17"
"Supergirl: Temporada 1: Extraño visitante de otro planeta","23-11-17"
"House of Cards: Temporada 5: Capítulo 60","21-11-17"
"House of Cards: Temporada 5: Capítulo 59","21-11-17"
"House of Cards: Temporada 5: Capítulo 58","21-11-17"
"Stefan vs Kramer","21-11-17"
"Balón en el asfalto","20-11-17"
"House of Cards: Temporada 5: Capítulo 57","19-11-17"
"House of Cards: Temporada 5: Capítulo 56","19-11-17"
"House of Cards: Temporada 5: Capítulo 55","18-11-17"
"Supergirl: Temporada 1: Cosas de niños","18-11-17"
"Supergirl: Temporada 1: Lazos de sangre","18-11-17"
"House of Cards: Temporada 5: Capítulo 54","18-11-17"
"Casa vampiro","18-11-17"
"Marco Polo: Temporada 1: Lo celestial y lo primitivo","18-11-17"
"Marco Polo: Temporada 1: Los prisioneros","18-11-17"
"Supergirl: Temporada 1: Toma del poder hostil","16-11-17"
"Supergirl: Temporada 1: Humana por un día","16-11-17"
"Supergirl: Temporada 1: Tornado rojo","16-11-17"
"Narcos: Temporada 1: Descenso","15-11-17"
"Supergirl: Temporada 1: ¿Cómo lo hace?","15-11-17"
"Supergirl: Temporada 1: Livewire","15-11-17"
"House of Cards: Temporada 5: Capítulo 53","15-11-17"
"House of Cards: Temporada 4: Capítulo 52","15-11-17"
"Lindas mentirosas: Temporada 6: Callen, callen, dulces mentirosas","14-11-17"
"Lindas mentirosas: Temporada 6: ¿Me extrañaste?","14-11-17"
"Lindas mentirosas: Temporada 6: Quemadas","14-11-17"
"Lindas mentirosas: Temporada 6: Todos tenemos historia","14-11-17"
"Lindas mentirosas: Temporada 6: Donde alguien me espera","14-11-17"
"Lindas mentirosas: Temporada 6: No molestar","14-11-17"
"Lindas mentirosas: Temporada 6: Nuevos chicos, nuevas mentiras","14-11-17"
"Lindas mentirosas: Temporada 6: Los guantes puestos","14-11-17"
"Nitro Circus la película","14-11-17"
"House of Cards: Temporada 4: Capítulo 51","14-11-17"
"House of Cards: Temporada 4: Capítulo 50","14-11-17"
"House of Cards: Temporada 4: Capítulo 49","14-11-17"
"Marvel - Iron Fist: Temporada 1: Bendición de fracturas múltiples","14-11-17"
"Lindas mentirosas: Temporada 6: La telaraña de Charlotte","13-11-17"
"Lindas mentirosas: Temporada 6: Últimamente pienso en Rosewood","13-11-17"
"Lindas mentirosas: Temporada 6: Se acabó el juego, Charles","13-11-17"
"Lindas mentirosas: Temporada 6: El último baile","13-11-17"
"Lindas mentirosas: Temporada 6: A cuadro","13-11-17"
"House of Cards: Temporada 4: Capítulo 48","13-11-17"
"House of Cards: Temporada 4: Capítulo 47","13-11-17"
"House of Cards: Temporada 4: Capítulo 46","13-11-17"
"One of Us","11-11-17"
"La misión","11-11-17"
"El show de Jaime Maussan: Season 1: Flotillas","10-11-17"
"El show de Jaime Maussan: Season 1: Ovnis Invisibles","10-11-17"
"El show de Jaime Maussan: Season 1: Jeff's","10-11-17"
"El show de Jaime Maussan: Season 1: Travis Walton","10-11-17"
"El show de Jaime Maussan: Season 1: Pirámide en el mundo","10-11-17"
"El show de Jaime Maussan: Season 1: Ovnis globales","10-11-17"
"El show de Jaime Maussan: Season 1: Espirales","10-11-17"
"El show de Jaime Maussan: Season 1: Desastres","10-11-17"
"El show de Jaime Maussan: Season 1: Implantes 3","10-11-17"
"El show de Jaime Maussan: Season 1: Implantes 2","10-11-17"
"El show de Jaime Maussan: Season 1: Implantes 1","10-11-17"
"El show de Jaime Maussan: Season 1: Romanek 2","10-11-17"
"El show de Jaime Maussan: Season 1: Romanek 1","10-11-17"
"El show de Jaime Maussan: Season 1: Vírgenes","10-11-17"
"El show de Jaime Maussan: Season 1: Marte 1","10-11-17"
"El show de Jaime Maussan: Season 1: Ovnis en el espacio","10-11-17"
"El show de Jaime Maussan: Season 1: Nueva York","10-11-17"
"El show de Jaime Maussan: Season 1: Captado en vídeo","10-11-17"
"El show de Jaime Maussan: Season 1: Batalla en Los Angeles","10-11-17"
"El show de Jaime Maussan: Season 1: Figuras en campos de cultivo","10-11-17"
"Lindas mentirosas: Temporada 6: Hermano, ¿dónde estáis?","10-11-17"
"Orphan Black: Temporada 5: Los pocos que se atreven","10-11-17"
"La Segunda Guerra Mundial a todo color: World War II in Colour: Cerrando el círculo","10-11-17"
"Aquí en la Tierra","10-11-17"
"Supergirl: Temporada 1: Luchar o volar","10-11-17"
"Damage","10-11-17"
"Marvel - Iron Fist: Temporada 1: Árbol cortado de raíz","09-11-17"
"Lindas mentirosas: Temporada 6: Moviendo todas las piedras","09-11-17"
"Marvel - Iron Fist: Temporada 1: Inmortal sale de la cueva","09-11-17"
"Marvel - Iron Fist: Temporada 1: Loto deshojado por debajo","09-11-17"
"Marvel - Iron Fist: Temporada 1: Palma de dragón de ocho diagramas","09-11-17"
"Marvel - Iron Fist: Temporada 1: Golpe cañón de trueno ondulante","09-11-17"
"Marvel - Iron Fist: Temporada 1: Águila de sombras levanta vuelo","09-11-17"
"Lindas mentirosas: Temporada 6: Ella no es un ángel","08-11-17"
"Lindas mentirosas: Temporada 6: No mires ahora","08-11-17"
"Lindas mentirosas: Temporada 6: Canciones de experiencia","08-11-17"
"Lindas mentirosas: Temporada 6: Canciones de inocencia","08-11-17"
"Lindas mentirosas: Temporada 6: Juguemos, Charles","08-11-17"
"Lindas mentirosas: Temporada 5: Bienvenidas a la casa de muñecas","08-11-17"
"Lindas mentirosas: Temporada 5: Soy una buena chica, lo soy","08-11-17"
"Lindas mentirosas: Temporada 5: Y la melodía continúa","08-11-17"
"Lindas mentirosas: Temporada 5: Ah, que historias tan trágicas me dieron todas","08-11-17"
"La Segunda Guerra Mundial a todo color: World War II in Colour: Operación Overlord","07-11-17"
"Lindas mentirosas: Temporada 5: El barril del pecado","07-11-17"
"La Segunda Guerra Mundial a todo color: World War II in Colour: La aplanadora soviética","07-11-17"
"Z Nation: Temporada 1: Zombis humeantes","07-11-17"
"Z Nation: Temporada 1: Cachorros y gatitos","07-11-17"
"House of Cards: Temporada 4: Capítulo 45","06-11-17"
"House of Cards: Temporada 4: Capítulo 44","06-11-17"
"House of Cards: Temporada 4: Capítulo 43","06-11-17"
"House of Cards: Temporada 4: Capítulo 42","06-11-17"
"House of Cards: Temporada 4: Capítulo 41","06-11-17"
"Lindas mentirosas: Temporada 5: Sobre el barril","06-11-17"
"House of Cards: Temporada 4: Capítulo 40","06-11-17"
"House of Cards: Temporada 3: Capítulo 39","06-11-17"
"House of Cards: Temporada 3: Capítulo 38","06-11-17"
"House of Cards: Temporada 3: Capítulo 37","06-11-17"
"House of Cards: Temporada 3: Capítulo 36","06-11-17"
"House of Cards: Temporada 3: Capítulo 35","06-11-17"
"House of Cards: Temporada 1: Capítulo 1","06-11-17"
"Lindas mentirosas: Temporada 5: Carne fresca","06-11-17"
"Lindas mentirosas: Temporada 5: A través de un cristal oscuro","06-11-17"
"Lindas mentirosas: Temporada 5: Cómo “A” se robó a la Navidad","06-11-17"
"Lindas mentirosas: Temporada 5: Me llevo a alguien a la tumba","06-11-17"
"Supergirl: Temporada 1: Más fuertes juntos","06-11-17"
"Lindas mentirosas: Temporada 5: Aquí nadie me quiere ni me entiende","06-11-17"
"Van Helsing: Temporada 1: Aléjate","06-11-17"
"Is Genesis History?","05-11-17"
"Todo sucede en Elizabethtown","05-11-17"
"Lindas mentirosas: Temporada 5: Una Alison oscura","05-11-17"
"El señor de los anillos: La comunidad del anillo","05-11-17"
"La Segunda Guerra Mundial a todo color: World War II in Colour: Cambio de marea","04-11-17"
"Pokémon The Series: XY: XYZ: ¡De la A a la Z!","04-11-17"
"Lindas mentirosas: Temporada 5: Marcha de crímenes","04-11-17"
"Drugs, Inc.: Temporada 3: Cristal en Hawái","04-11-17"
"Gotham: Temporada 3: Enciende la mecha","04-11-17"
"Gotham: Temporada 3: El acertijo más grande","04-11-17"
"Gotham: Temporada 3: Esas delicadas y oscuras decisiones","04-11-17"
"El verano de sus vidas","04-11-17"
"Stranger Things: Stranger Things 2: Capítulo nueve: El portal","04-11-17"
"Stranger Things: Stranger Things 2: Capítulo ocho: El azotamentes","04-11-17"
"Gotham: Temporada 3: Cómo es que el Acertijo se hizo de su nombre","04-11-17"
"Cars","03-11-17"
"Stranger Things: Stranger Things 2: Capítulo siete: La hermana perdida","03-11-17"
"Stranger Things: Stranger Things 2: Capítulo seis: El espía","03-11-17"
"Marco Polo: Temporada 1: La rendición","03-11-17"
"Marco Polo: Temporada 1: La pluma del erudito","03-11-17"
"Lindas mentirosas: Temporada 5: Griten por mí","03-11-17"
"Star Wars: The Clone Wars: Temporada 1: Novatos","03-11-17"
"Star Wars: The Clone Wars: Temporada 1: La destrucción del Malevolencia","03-11-17"
"Star Wars: The Clone Wars: Temporada 1: La sombra del Malevolencia","03-11-17"
"Lindas mentirosas: Temporada 5: El silencio de Eddie el inocente","02-11-17"
"Lindas mentirosas: Temporada 5: Corre, Ali, corre","02-11-17"
"Lindas mentirosas: Temporada 5: Me extrañaron 100 veces","02-11-17"
"MINDHUNTER: Temporada 1: Episodio 2","02-11-17"
"MINDHUNTER: Temporada 1: Episodio 1","02-11-17"
"Anatomy of a Love Seen","02-11-17"
"Django sin cadenas","02-11-17"
"1922","02-11-17"
"Stranger Things: Stranger Things 2: Capítulo cinco: Dig Dug","02-11-17"
"Gotham: Temporada 3: El fino arte de hacer enemigos","02-11-17"
"Stranger Things: Stranger Things 2: Capítulo cuatro: Will, el Sabio","02-11-17"
"John Carter: Entre dos mundos","01-11-17"
"Jackass: Número dos","01-11-17"
"Dragón: La vida de Bruce Lee","01-11-17"
"Torrente 5: Operacion Eurovegas","01-11-17"
"20 ans d'écart","01-11-17"
"Walt, el soñador","01-11-17"
"Aventura en Alaska","31-10-17"
"Sobreviviendo a Escobar, Alias JJ: Temporada 1: Episodio 60","31-10-17"
"Qué pena tu serie: Qué Pena tu Serie: ¿Y si tu mejor amiga es el amor de tu vida?","31-10-17"
"Sobreviviendo a Escobar, Alias JJ: Temporada 1: Episodio 59","31-10-17"
"Sobreviviendo a Escobar, Alias JJ: Temporada 1: Episodio 58","31-10-17"
"Qué pena tu serie: Qué Pena tu Serie: ¿Qué se siente encontrarse con la ex?","31-10-17"
"Qué pena tu serie: Qué Pena tu Serie: Para encontrar el amor hay que estar abierto a todo","31-10-17"
"Qué pena tu serie: Qué Pena tu Serie: ¡Que pena tu vida! Acá comenzó todo","31-10-17"
"Sobreviviendo a Escobar, Alias JJ: Temporada 1: Episodio 57","31-10-17"
"Sobreviviendo a Escobar, Alias JJ: Temporada 1: Episodio 56","31-10-17"
"Sobreviviendo a Escobar, Alias JJ: Temporada 1: Episodio 55","31-10-17"
"Lindas mentirosas: Temporada 5: Arrojada en el camino","30-10-17"
"Lindas mentirosas: Temporada 5: Sorteando consecuencias","30-10-17"
"Lindas mentirosas: Temporada 5: La chica remolino","30-10-17"
"Lindas mentirosas: Temporada 5: Escape de Nueva York","30-10-17"
"Lindas mentirosas: Temporada 4: A es de aparece","30-10-17"
"Gotham: Temporada 3: Sonríe con entusiasmo","30-10-17"
"Lindas mentirosas: Temporada 4: Novia fugitiva","30-10-17"
"Gotham: Temporada 3: Fantasmas","30-10-17"
"El idioma del deseo","30-10-17"
"Navidad con los Cooper","30-10-17"
"Qué pena tu vida","29-10-17"
"Cerro Torre","29-10-17"
"House of Cards: Temporada 3: Capítulo 34","29-10-17"
"Hot Girls Wanted","29-10-17"
"Los juegos del destino","28-10-17"
"La Segunda Guerra Mundial a todo color: World War II in Colour: El Mediterráneo y África del Norte","28-10-17"
"La Segunda Guerra Mundial a todo color: World War II in Colour: Invasión del sol naciente","28-10-17"
"La Segunda Guerra Mundial a todo color: World War II in Colour: Hitler ataca al este","28-10-17"
"La Segunda Guerra Mundial a todo color: World War II in Colour: Gran Bretaña acorralada","28-10-17"
"El reino prohibido","27-10-17"
"Lindas mentirosas: Temporada 4: Encubriéndome","27-10-17"
"Lindas mentirosas: Temporada 4: Quedando deshecha","27-10-17"
"Lindas mentirosas: Temporada 4: Caída libre","27-10-17"
"La Segunda Guerra Mundial a todo color: World War II in Colour: La guerra relámpago","27-10-17"
"Lindas mentirosas: Temporada 4: Juego de sombras","27-10-17"
"Lindas mentirosas: Temporada 4: Quiero al maestro","27-10-17"
"Lindas mentirosas: Temporada 4: Muérdete la lengua","27-10-17"
"Lindas mentirosas: Temporada 4: Encuentros cercanos","27-10-17"
"Gotham: Temporada 3: Cuidado con el monstruo de ojos verdes","27-10-17"
"Gotham: Temporada 3: Bomba de tiempo","27-10-17"
"Gotham: Temporada 3: El verdugo","27-10-17"
"Gotham: Temporada 3: Sed de sangre","27-10-17"
"Gotham: Temporada 3: La reina roja","27-10-17"
"Lindas mentirosas: Temporada 4: Choza de amor","25-10-17"
"Lindas mentirosas: Temporada 4: El espejo tiene tres caras","25-10-17"
"Lindas mentirosas: Temporada 4: En lo profundo","25-10-17"
"Lindas mentirosas: Temporada 4: El manual de la chica culpable","25-10-17"
"Lindas mentirosas: Temporada 4: Perdiste el control, amiga","25-10-17"
"Lindas mentirosas: Temporada 4: Bajo presión","25-10-17"
"Lindas mentirosas: Temporada 4: ¡Gamma, zeta, muere!","25-10-17"
"Lindas mentirosas: Temporada 4: Tiempo de rostros","25-10-17"
"Lindas mentirosas: Temporada 4: El enredo","25-10-17"
"Lindas mentirosas: Temporada 4: La vuelta del zapato","25-10-17"
"Lindas mentirosas: Temporada 4: A está viva","25-10-17"
"Lindas mentirosas: Temporada 4: Una guía de mentirosas por Rosewood","25-10-17"
"Lindas mentirosas: Temporada 3: Un juego peligroso","25-10-17"
"Lindas mentirosas: Temporada 3: Soy tu marioneta","25-10-17"
"Lindas mentirosas: Temporada 3: ¿Volveremos a reunirnos?","25-10-17"
"Love Is Now","25-10-17"
"Lindas mentirosas: Temporada 3: Fuera de mi vista, fuera de sí","24-10-17"
"Lindas mentirosas: Temporada 3: Muerto para mí","24-10-17"
"Lindas mentirosas: Temporada 3: De la sartén al infierno","24-10-17"
"Lindas mentirosas: Temporada 3: La miseria ama la compañía","24-10-17"
"Star Wars: The Clone Wars: Temporada 1: El inicio del Malevolencia","24-10-17"
"Marco Polo: Temporada 1: La luna blanca","24-10-17"
"Marco Polo: Temporada 1: Hashshashin, la orden de los asesinos","24-10-17"
"Lindas mentirosas: Temporada 3: Mona-manía","24-10-17"
"Lindas mentirosas: Temporada 3: Está mejor ahora","24-10-17"
